Date,Gold,SP500,Euro,Oil,Silver,Quarter
2013-07-11,124.239998,150.092712,1.3096,37.009998,41697,3
2012-12-05,164.119995,124.72921,1.3068,32.220001,60452,4
2013-05-01,141.110001,141.134918,1.318,32.389999,43659,2
2014-04-29,124.860001,170.787308,1.3812,36.720001,41962,2
2013-06-20,123.599998,142.13356000000005,1.3219999999999998,33.630001,41305,2
2015-11-12,103.849998,191.900955,1.0817,13.35,33889,4
2016-03-18,119.800003,193.602158,1.127,10.48,37756,1
2015-03-23,114.290001,194.769135,1.0947,16.780001000000002,37781,1
2018-12-26,119.660004,246.179993,1.1353,9.9,38253,4
2015-10-30,109.300003,194.795761,1.1006,14.81,36490,4
2018-08-29,114.199997,288.481842,1.1708,14.66,37135,3
2015-09-17,108.410004,186.117477,1.1437,15.23,35932,3
2015-08-26,107.669998,181.438873,1.1315,12.77,33423,3
2018-03-02,125.389999,264.064148,1.2317,12.37,38335,1
2017-07-13,115.82,237.46553,1.1399,9.47,36590,3
2012-06-06,157.21000700000005,115.11458600000002,1.2572,32.150002,55841,2
2015-07-24,105.349998,193.797012,1.0984,16.030001000000002,33702,3
2012-05-21,154.649994,115.11458600000002,1.2814,35.150002,54130,2
2015-06-05,112.239998,194.555832,1.1113,19.9,37010,2
2016-10-13,120.029999,203.85141,1.1057,11.49,41890,4
2015-10-23,111.5,194.411652,1.1018,14.27,36942,4
2013-01-28,160.28999299999995,133.22166399999998,1.3456,34.939999,57762,1
2012-09-07,168.440002,126.548294,1.2816,35.880001,64060,3
2016-01-22,105.0,179.547348,1.0797,9.27,34277,1
2016-06-24,126.0,193.523834,1.1117,11.4,42392,2
2013-03-28,154.449997,139.69931,1.2816,34.75,53564,1
2013-09-17,126.5,153.346619,1.3359,37.740002,49401,3
2017-09-25,124.529999,243.047455,1.1848,10.55,40276,3
2013-01-30,162.190002,133.22166399999998,1.3568,35.490002000000004,59061,1
2018-04-24,126.230003,259.111511,1.2232,13.68,39586,2
2015-01-12,118.559998,187.117142,1.1834,17.41,36971,1
2012-08-29,160.589996,124.075722,1.2529,35.380001,57559,3
2016-06-22,120.900002,198.15152,1.1297,11.74,41193,2
2014-07-31,123.389999,176.486221,1.3389,36.32,44399,3
2015-10-28,110.75,195.741974,1.092,14.69,37832,4
2016-11-04,124.389999,199.583221,1.1138,9.98,43398,4
2014-06-02,119.699997,175.472046,1.3597,37.529999,39626,2
2018-11-29,115.739998,272.389343,1.1393,10.87,35614,4
2017-01-12,113.910004,218.067825,1.0613,11.54,40859,1
2017-12-22,120.940002,262.523438,1.1859,11.66,37954,4
2012-07-10,152.149994,117.613701,1.2252,31.52,52648,3
2014-11-24,115.110001,190.32341,1.2443,28.74,36245,4
2017-05-10,116.040001,231.914032,1.0868,9.86,37952,2
2012-07-16,154.21000700000005,118.744736,1.2273,33.119999,52745,3
2017-01-20,115.050003,218.269989,1.0703,11.39,41425,1
2014-04-22,123.779999,170.914658,1.3805,37.0,42236,2
2012-02-06,167.179993,116.76613600000002,1.3134,37.330002,56426,1
2016-12-14,108.830002,216.168076,1.0536,11.32,41728,4
2013-06-13,133.740005,146.42259199999995,1.3375,34.330002,43235,2
2013-08-16,132.580002,148.64949,1.3329,38.400002,50887,3
2012-11-06,166.300003,126.016159,1.2814,32.560001,59910,4
